# Generated by Cross Validation Log[com.rapidminer.datatable.SimpleDataTable]
# Iteration	Execution Time	rounds	booster	sample_type	normalize_type	learning_type	max_depth	feature_selector	top_k	updater	AUC
947.0	3006.0	41.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
944.0	3468.0	11.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
945.0	3499.0	31.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
946.0	4165.0	1.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
949.0	3425.0	31.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
951.0	3593.0	60.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
948.0	4867.0	11.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
950.0	4556.0	31.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
953.0	3711.0	100.0	tree booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
952.0	4159.0	11.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
955.0	4003.0	51.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
954.0	4826.0	21.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
957.0	3868.0	41.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
959.0	3903.0	41.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
956.0	4969.0	21.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
960.0	3948.0	70.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
958.0	5045.0	11.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
962.0	4489.0	41.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
964.0	4403.0	21.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
961.0	5937.0	21.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
965.0	4011.0	60.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
967.0	4265.0	51.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
963.0	7057.0	1.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
968.0	4557.0	51.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
969.0	4239.0	31.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
966.0	6272.0	31.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
970.0	5680.0	80.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
972.0	4716.0	51.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
971.0	6789.0	21.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
973.0	5819.0	31.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
974.0	5054.0	31.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
975.0	5052.0	70.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
976.0	5224.0	60.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
979.0	5497.0	41.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
978.0	5520.0	60.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
980.0	5611.0	41.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
982.0	5296.0	60.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
981.0	5520.0	90.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
977.0	8549.0	11.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
983.0	5966.0	31.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
985.0	6899.0	41.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
987.0	6236.0	70.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
986.0	7841.0	80.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
989.0	5854.0	70.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
988.0	5887.0	51.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
984.0	10097.0	41.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
991.0	7509.0	70.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
990.0	8534.0	51.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
993.0	7419.0	21.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
994.0	6568.0	41.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
995.0	7119.0	51.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
992.0	10204.0	100.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
996.0	7317.0	80.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
997.0	6703.0	90.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
999.0	6685.0	60.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
998.0	8843.0	80.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1001.0	8817.0	80.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1000.0	10062.0	51.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1004.0	7795.0	51.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1002.0	8690.0	60.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
1003.0	8658.0	31.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1005.0	8652.0	60.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1007.0	8725.0	90.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
1008.0	9764.0	100.0	tree booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1009.0	9754.0	70.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1010.0	9052.0	90.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1006.0	14672.0	1.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1014.0	8558.0	70.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
1013.0	8568.0	60.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1015.0	9390.0	41.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1011.0	11539.0	90.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1017.0	8753.0	100.0	DART	uniform	tree	0.48999999999999994	6.0	thrifty	15.0	coord_descent	true
1019.0	7771.0	80.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1018.0	8595.0	1.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1012.0	12751.0	60.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1016.0	10666.0	70.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1020.0	7613.0	100.0	tree booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1022.0	7387.0	80.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
1023.0	8647.0	70.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1024.0	7931.0	51.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1021.0	9799.0	11.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1026.0	6939.0	1.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1027.0	6564.0	90.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1025.0	8080.0	100.0	linear booster	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1029.0	6876.0	70.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1031.0	7350.0	1.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1028.0	8004.0	11.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1032.0	6848.0	90.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
1030.0	11335.0	80.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1033.0	7328.0	80.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1034.0	7643.0	60.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1036.0	7545.0	11.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1035.0	8724.0	21.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1037.0	8870.0	100.0	tree booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1038.0	8540.0	1.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1040.0	7648.0	11.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1039.0	8714.0	80.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1041.0	9028.0	21.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1042.0	7840.0	100.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	shotgun	true
1044.0	6100.0	90.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1043.0	6578.0	90.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1046.0	5149.0	21.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1045.0	5399.0	70.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1048.0	4004.0	1.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1050.0	3424.0	21.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1047.0	4742.0	31.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1049.0	3670.0	11.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1051.0	4092.0	90.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1052.0	3160.0	31.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1054.0	2399.0	100.0	tree booster	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1053.0	2518.0	1.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1058.0	2569.0	11.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1055.0	2843.0	100.0	linear booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1057.0	2864.0	80.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1056.0	2902.0	31.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1059.0	2470.0	31.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1060.0	3087.0	41.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1061.0	3080.0	21.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1062.0	2476.0	100.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1063.0	3128.0	41.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1070.0	2286.0	21.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1076.0	2407.0	41.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1074.0	2412.0	41.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1071.0	2863.0	1.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1073.0	2715.0	90.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1065.0	3777.0	11.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1080.0	2376.0	31.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1081.0	2943.0	1.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1079.0	3452.0	51.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1085.0	2926.0	51.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1089.0	2915.0	11.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1087.0	3220.0	51.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1090.0	2917.0	100.0	linear booster	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1084.0	4435.0	1.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1091.0	3347.0	21.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1092.0	3036.0	41.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1086.0	4267.0	31.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1088.0	4433.0	51.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1093.0	3605.0	11.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1096.0	3665.0	21.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1097.0	3667.0	60.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1098.0	3762.0	1.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1094.0	5227.0	60.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1101.0	4115.0	51.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1100.0	4148.0	31.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1102.0	4459.0	41.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1099.0	4664.0	11.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1104.0	4324.0	21.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1095.0	6791.0	60.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1103.0	5266.0	60.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1105.0	4943.0	31.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1106.0	4976.0	70.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1107.0	5008.0	11.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1109.0	4380.0	60.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1112.0	5101.0	21.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1111.0	5509.0	51.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1113.0	5677.0	31.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	coord_descent	true
1115.0	5270.0	70.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1108.0	8467.0	70.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1114.0	7085.0	70.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1110.0	8442.0	41.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1118.0	6692.0	21.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1116.0	7093.0	41.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1119.0	7875.0	70.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1121.0	7629.0	60.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1117.0	9921.0	80.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1120.0	9012.0	31.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1123.0	7598.0	80.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1122.0	7614.0	80.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1125.0	8318.0	80.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1126.0	8310.0	51.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1127.0	9940.0	31.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1129.0	10425.0	90.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1130.0	10724.0	70.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1124.0	16887.0	80.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1131.0	11531.0	90.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1134.0	10762.0	90.0	DART	uniform	tree	0.25	6.0	thrifty	15.0	coord_descent	true
1132.0	10782.0	41.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1128.0	15508.0	51.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1135.0	9831.0	90.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1138.0	8122.0	41.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1136.0	12735.0	60.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1141.0	6342.0	80.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1146.0	6479.0	51.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1144.0	6767.0	100.0	linear booster	uniform	tree	0.36	6.0	thrifty	15.0	coord_descent	true
1140.0	9541.0	100.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1151.0	5951.0	100.0	linear booster	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1149.0	6805.0	60.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1143.0	9670.0	90.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1155.0	7632.0	1.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1159.0	6471.0	90.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1157.0	7919.0	70.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1156.0	9784.0	51.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1162.0	6465.0	21.0	linear booster	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1161.0	6741.0	60.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1163.0	8038.0	1.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1166.0	6970.0	70.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1164.0	9307.0	1.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1167.0	10348.0	100.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1171.0	8205.0	100.0	linear booster	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1169.0	10034.0	11.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1174.0	8323.0	31.0	linear booster	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1175.0	8312.0	70.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1173.0	8360.0	60.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1177.0	10041.0	11.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1178.0	11940.0	80.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1172.0	15231.0	80.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1180.0	12501.0	11.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1181.0	12739.0	1.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1183.0	12082.0	1.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1184.0	11361.0	21.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1187.0	10691.0	70.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1186.0	10717.0	80.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1185.0	11541.0	41.0	linear booster	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1182.0	16503.0	1.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1188.0	12126.0	21.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1189.0	13521.0	90.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1190.0	14157.0	90.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1191.0	13647.0	21.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1196.0	12519.0	90.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1195.0	12693.0	80.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1192.0	16015.0	11.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1197.0	13826.0	51.0	linear booster	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1194.0	16514.0	31.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1193.0	16519.0	11.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1199.0	13430.0	31.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1200.0	15788.0	100.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	coord_descent	true
1201.0	15815.0	100.0	tree booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1204.0	13918.0	90.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1198.0	24348.0	11.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1205.0	13071.0	21.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1203.0	15202.0	100.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	shotgun	true
1206.0	13098.0	60.0	linear booster	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1208.0	13539.0	21.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1207.0	13672.0	41.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1209.0	12191.0	41.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1202.0	21236.0	31.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1210.0	9377.0	1.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1211.0	8290.0	1.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1214.0	9018.0	31.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1212.0	11137.0	100.0	DART	uniform	tree	0.81	6.0	shuffle	15.0	shotgun	true
1217.0	8410.0	31.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1213.0	10577.0	21.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1215.0	10579.0	1.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1218.0	8323.0	51.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1216.0	10624.0	70.0	linear booster	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1219.0	8693.0	51.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1220.0	8446.0	41.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1222.0	8335.0	11.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1221.0	9030.0	11.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1223.0	6780.0	41.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1226.0	5897.0	31.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1224.0	6732.0	1.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1225.0	6192.0	41.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1229.0	6374.0	80.0	linear booster	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1227.0	7323.0	11.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1228.0	8376.0	60.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1232.0	7223.0	21.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1230.0	11369.0	60.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1233.0	8185.0	21.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1231.0	11182.0	51.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1237.0	7864.0	51.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1235.0	8161.0	41.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1234.0	10501.0	51.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1236.0	9643.0	11.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1239.0	8846.0	21.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1238.0	10444.0	90.0	linear booster	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
