# Generated by Cross Validation Log[com.rapidminer.datatable.SimpleDataTable]
# Iteration	Execution Time	rounds	booster	sample_type	normalize_type	learning_type	max_depth	feature_selector	top_k	updater	AUC
374.0	13545.0	41.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
376.0	12177.0	90.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	coord_descent	true
377.0	11827.0	1.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
379.0	11918.0	100.0	DART	uniform	tree	0.36	6.0	thrifty	15.0	shotgun	true
380.0	12063.0	41.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
383.0	8956.0	80.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
375.0	19775.0	11.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
387.0	9392.0	41.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	coord_descent	true
386.0	9812.0	41.0	linear booster	uniform	tree	0.0	6.0	thrifty	15.0	coord_descent	true
391.0	9316.0	100.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	coord_descent	true
390.0	9376.0	51.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
381.0	15746.0	100.0	tree booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
400.0	6586.0	1.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
399.0	6601.0	51.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
396.0	10106.0	11.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
401.0	8839.0	90.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
397.0	9930.0	1.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
402.0	7147.0	21.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
403.0	7151.0	51.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	coord_descent	true
404.0	6906.0	51.0	linear booster	uniform	tree	0.0	6.0	thrifty	15.0	coord_descent	true
405.0	5862.0	1.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
406.0	5863.0	60.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
407.0	7102.0	1.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
408.0	6622.0	11.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
409.0	7314.0	60.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
415.0	6193.0	60.0	linear booster	uniform	tree	0.0	6.0	thrifty	15.0	coord_descent	true
414.0	6370.0	60.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	coord_descent	true
413.0	6462.0	31.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
417.0	6793.0	70.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
416.0	6925.0	11.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
411.0	8103.0	100.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
418.0	5709.0	11.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
410.0	10520.0	21.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
419.0	6361.0	21.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
420.0	6925.0	70.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
412.0	11461.0	11.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
421.0	6887.0	70.0	linear booster	uniform	tree	0.0	6.0	thrifty	15.0	coord_descent	true
422.0	6885.0	70.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	coord_descent	true
424.0	6260.0	80.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
426.0	8662.0	1.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
423.0	9581.0	41.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
425.0	9151.0	21.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
427.0	8977.0	21.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
429.0	8334.0	31.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
428.0	8339.0	31.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
431.0	8488.0	21.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
433.0	7614.0	80.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	coord_descent	true
430.0	10717.0	80.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
434.0	8271.0	90.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
432.0	9332.0	80.0	linear booster	uniform	tree	0.0	6.0	thrifty	15.0	coord_descent	true
436.0	7762.0	51.0	tree booster	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
438.0	7898.0	31.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
437.0	7903.0	31.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
440.0	7915.0	41.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
439.0	7924.0	41.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
441.0	9117.0	31.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
442.0	8204.0	90.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	coord_descent	true
435.0	14403.0	11.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
444.0	8670.0	100.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
445.0	9580.0	90.0	linear booster	uniform	tree	0.0	6.0	thrifty	15.0	coord_descent	true
446.0	8365.0	31.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
448.0	8797.0	41.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
449.0	9128.0	51.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
450.0	9127.0	51.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
443.0	15548.0	90.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
452.0	11069.0	100.0	DART	uniform	tree	0.6400000000000001	6.0	thrifty	15.0	coord_descent	true
451.0	11090.0	41.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
447.0	15887.0	41.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
453.0	11444.0	21.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
455.0	11090.0	100.0	linear booster	uniform	tree	0.0	6.0	thrifty	15.0	coord_descent	true
457.0	10338.0	51.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
456.0	12938.0	41.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
458.0	10044.0	60.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
459.0	10158.0	60.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
454.0	18013.0	1.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
460.0	11145.0	100.0	DART	uniform	tree	0.04000000000000001	6.0	thrifty	15.0	shotgun	true
462.0	8603.0	51.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
461.0	9251.0	1.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
464.0	8614.0	31.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
465.0	7298.0	31.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
466.0	7475.0	60.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
463.0	11192.0	51.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
469.0	6727.0	70.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
468.0	6847.0	70.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
467.0	7068.0	51.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
471.0	5687.0	1.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	coord_descent	true
470.0	6092.0	11.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
473.0	5228.0	11.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
472.0	6027.0	60.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
475.0	5030.0	41.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
477.0	5351.0	60.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
480.0	4779.0	60.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
476.0	6711.0	70.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
479.0	5689.0	80.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
478.0	6978.0	80.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
481.0	6497.0	11.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	coord_descent	true
474.0	10517.0	41.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
483.0	7117.0	21.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
484.0	7320.0	70.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
485.0	6518.0	51.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
482.0	8519.0	21.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
486.0	6718.0	70.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
490.0	7219.0	90.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
488.0	8641.0	80.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
487.0	10467.0	70.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
491.0	6867.0	21.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	coord_descent	true
492.0	7640.0	51.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
493.0	8263.0	31.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
489.0	12258.0	90.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
494.0	8140.0	80.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
496.0	8253.0	31.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
497.0	8410.0	80.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
498.0	8365.0	100.0	DART	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	shotgun	true
495.0	13414.0	60.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
501.0	8407.0	31.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	coord_descent	true
502.0	8067.0	60.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
499.0	11167.0	90.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
503.0	8158.0	41.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
504.0	8685.0	100.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
500.0	11745.0	80.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
505.0	8931.0	90.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
507.0	9275.0	90.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
506.0	10568.0	41.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
508.0	7327.0	1.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
509.0	6438.0	70.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
510.0	7220.0	41.0	tree booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	coord_descent	true
511.0	6434.0	70.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
514.0	5297.0	1.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
513.0	5832.0	51.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
516.0	5800.0	100.0	tree booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
512.0	8251.0	100.0	tree booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
515.0	8255.0	90.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
517.0	6165.0	100.0	linear booster	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
520.0	5475.0	80.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
519.0	6439.0	11.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
522.0	5236.0	80.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
524.0	5354.0	60.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
523.0	6124.0	11.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
518.0	8320.0	51.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
521.0	7791.0	70.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
525.0	6000.0	1.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
526.0	5373.0	1.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
528.0	5422.0	1.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
527.0	5424.0	100.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
529.0	6394.0	90.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
531.0	5490.0	90.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
530.0	5628.0	21.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
533.0	5966.0	21.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
532.0	6962.0	70.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
536.0	5676.0	11.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
537.0	5604.0	11.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
535.0	6926.0	80.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
534.0	7849.0	60.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
538.0	6071.0	11.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
539.0	6240.0	1.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
541.0	5318.0	100.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
542.0	6248.0	31.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
540.0	7232.0	100.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
545.0	5139.0	21.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
544.0	5634.0	80.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
547.0	4423.0	90.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
543.0	6368.0	31.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
546.0	5822.0	21.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
549.0	3995.0	21.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
548.0	5061.0	70.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
552.0	3200.0	41.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
551.0	4632.0	1.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
553.0	3048.0	1.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
550.0	5374.0	11.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
554.0	3037.0	31.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
557.0	3069.0	41.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
555.0	3578.0	90.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
556.0	3547.0	100.0	linear booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
559.0	3235.0	31.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
558.0	4340.0	31.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
562.0	3557.0	11.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
561.0	4782.0	51.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
563.0	4757.0	11.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
565.0	4045.0	41.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
564.0	4411.0	21.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
566.0	4033.0	51.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
567.0	4029.0	100.0	tree booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
560.0	6793.0	80.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
569.0	4013.0	41.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
571.0	3747.0	21.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
568.0	5737.0	1.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
572.0	3591.0	60.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
570.0	5404.0	41.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
575.0	3481.0	31.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
574.0	3615.0	51.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
573.0	3972.0	21.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
577.0	3798.0	1.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
576.0	3963.0	60.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
580.0	3697.0	31.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
578.0	5122.0	90.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
581.0	3710.0	11.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
582.0	4069.0	70.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
579.0	6555.0	51.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
584.0	4559.0	41.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
585.0	4568.0	60.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
586.0	4723.0	31.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
583.0	5646.0	51.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
587.0	5648.0	11.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
588.0	5912.0	70.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
591.0	5128.0	21.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
592.0	4718.0	80.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
589.0	6422.0	41.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
594.0	5023.0	51.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
595.0	5793.0	70.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
590.0	7944.0	100.0	linear booster	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
596.0	5990.0	41.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
593.0	6844.0	60.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
597.0	5874.0	60.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
598.0	6611.0	21.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
600.0	6330.0	31.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
602.0	7230.0	51.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
603.0	7263.0	60.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
601.0	8905.0	90.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
604.0	6685.0	80.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
608.0	7033.0	70.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
607.0	7747.0	70.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
599.0	12178.0	80.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
606.0	8051.0	51.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
609.0	8333.0	31.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
610.0	7811.0	41.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
605.0	13607.0	1.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
612.0	7644.0	70.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
611.0	9242.0	60.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
613.0	8772.0	100.0	tree booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
614.0	8771.0	90.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
616.0	8637.0	80.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
618.0	10276.0	60.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
615.0	12445.0	80.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
620.0	10798.0	51.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
622.0	11967.0	80.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
619.0	15029.0	41.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
621.0	12393.0	11.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
624.0	10675.0	1.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
625.0	10675.0	100.0	linear booster	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
623.0	11783.0	70.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
617.0	18014.0	90.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
626.0	11413.0	90.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
628.0	11133.0	90.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
627.0	14344.0	70.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
629.0	10905.0	60.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
630.0	10133.0	90.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
635.0	10705.0	80.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
631.0	12003.0	51.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
634.0	11999.0	1.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
632.0	12005.0	21.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
637.0	11108.0	100.0	DART	uniform	tree	0.48999999999999994	6.0	cyclic	15.0	shotgun	true
638.0	10068.0	100.0	linear booster	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
633.0	16919.0	11.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
640.0	9657.0	70.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
639.0	9685.0	80.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
636.0	19118.0	100.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	shotgun	true
641.0	9793.0	100.0	linear booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
645.0	9140.0	31.0	DART	uniform	tree	0.04000000000000001	6.0	cyclic	15.0	shotgun	true
642.0	9905.0	90.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	coord_descent	true
643.0	10693.0	60.0	linear booster	uniform	tree	0.81	6.0	cyclic	15.0	shotgun	true
644.0	10878.0	11.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	coord_descent	true
646.0	10937.0	1.0	tree booster	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
649.0	9475.0	80.0	DART	uniform	tree	0.48999999999999994	6.0	shuffle	15.0	shotgun	true
647.0	10836.0	1.0	DART	uniform	tree	0.04000000000000001	6.0	shuffle	15.0	coord_descent	true
650.0	11084.0	90.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	coord_descent	true
648.0	11101.0	21.0	linear booster	uniform	tree	0.010000000000000002	6.0	cyclic	15.0	coord_descent	true
652.0	8285.0	1.0	DART	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
